sample_id	major_species	abundance	taxid	phylum	class	order	family	genus	species	original_path	ftp_path
SAMN02441458	Thauera humireducens	30.697	1134435	Proteobacteria	Betaproteobacteria	Rhodocyclales	Zoogloeaceae	Thauera	Thauera humireducens	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_285/SAMN02441458.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_285/SAMN02441458.contigs.fa.gz
SAMEA1571054	Leuconostoc lactis	30.837	1246	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	Leuconostoc lactis	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_069/SAMEA1571054.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_069/SAMEA1571054.contigs.fa.gz
SAMN08778930	Aminobacter aminovorans	30.864	83263	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Aminobacter	Aminobacter aminovorans	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_560/SAMN08778930.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_560/SAMN08778930.contigs.fa.gz
SAMEA3643029	Sphingopyxis sp. QXT-31	31.038	1357916	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	Sphingopyxis sp. QXT-31	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_188/SAMEA3643029.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_188/SAMEA3643029.contigs.fa.gz
SAMN07620951	Woeseia oceani	31.043	1548547	Proteobacteria	Gammaproteobacteria	Chromatiales	Woeseiaceae	Woeseia	Woeseia oceani	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_501/SAMN07620951.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_501/SAMN07620951.contigs.fa.gz
SAMEA3731257	Burkholderia sp. KK1	31.17	1855726	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. KK1	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_196/SAMEA3731257.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_196/SAMEA3731257.contigs.fa.gz
SAMN06320175	Vibrio tapetis	31.193	52443	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio tapetis	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_449/SAMN06320175.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_449/SAMN06320175.contigs.fa.gz
SAMN02910383	Beijerinckia indica	31.255	533	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Beijerinckia	Beijerinckia indica	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_301/SAMN02910383.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_301/SAMN02910383.contigs.fa.gz
SAMN06269250	Spirosoma pollinicola	31.384	2057025	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Spirosoma	Spirosoma pollinicola	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_445/SAMN06269250.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_445/SAMN06269250.contigs.fa.gz
SAMN02745326	Winogradskyella sp. PC-19	31.462	754417	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Winogradskyella	Winogradskyella sp. PC-19	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_293/SAMN02745326.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_293/SAMN02745326.contigs.fa.gz
SAMN05518872	Bacillus sp. FJAT-22090	31.616	1581038	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. FJAT-22090	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_407/SAMN05518872.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_407/SAMN05518872.contigs.fa.gz
SAMN07621485	Maribacter sp. T28	31.698	1836467	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Maribacter	Maribacter sp. T28	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_501/SAMN07621485.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_501/SAMN07621485.contigs.fa.gz
SAMN02744858	Frankineae bacterium MT45	31.762	1882833	Actinobacteria	Actinobacteria	Frankiales			Frankineae bacterium MT45	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_293/SAMN02744858.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_293/SAMN02744858.contigs.fa.gz
SAMN02199346	Rhizobium etli	31.945	29449	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium etli	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_274/SAMN02199346.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_274/SAMN02199346.contigs.fa.gz
SAMEA3719218	Macrococcus canis	32.112	1855823	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Macrococcus	Macrococcus canis	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_194/SAMEA3719218.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_194/SAMEA3719218.contigs.fa.gz
SAMEA104452396	Arthrobacter sp. ATCC 21022	32.115	1771959	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter sp. ATCC 21022	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_046/SAMEA104452396.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_046/SAMEA104452396.contigs.fa.gz
SAMN02194287	Sphingomonas sp. Cra20	32.271	1327635	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. Cra20	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_274/SAMN02194287.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_274/SAMN02194287.contigs.fa.gz
SAMN02927924	Sphingobium cloacae	32.388	120107	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium cloacae	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_304/SAMN02927924.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_304/SAMN02927924.contigs.fa.gz
SAMN05880591	Niveispirillum cyanobacteriorum	32.413	1612173	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Niveispirillum	Niveispirillum cyanobacteriorum	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_420/SAMN05880591.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_420/SAMN05880591.contigs.fa.gz
SAMN09932536	Streptomyces reticuli	32.432	1926	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces reticuli	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_633/SAMN09932536.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_633/SAMN09932536.contigs.fa.gz
SAMN08537571	Chlorobium phaeobacteroides	32.475	1096	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium	Chlorobium phaeobacteroides	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_546/SAMN08537571.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_546/SAMN08537571.contigs.fa.gz
SAMN02666743	Rickettsia heilongjiangensis	32.507	226665	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia heilongjiangensis	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_290/SAMN02666743.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_290/SAMN02666743.contigs.fa.gz
SAMN05444144	Flavobacterium sp. CJ74	32.63	2294119	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp. CJ74	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_406/SAMN05444144.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_406/SAMN05444144.contigs.fa.gz
SAMN05443670	Actinoplanes derwentensis	32.64	113562	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	Actinoplanes derwentensis	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_406/SAMN05443670.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_406/SAMN05443670.contigs.fa.gz
SAMEA1032403	Lachnospiraceae bacterium oral taxon 500	32.784	712991	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		Lachnospiraceae bacterium oral taxon 500	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_013/SAMEA1032403.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_013/SAMEA1032403.contigs.fa.gz
SAMN02194989	Thermodesulfatator indicus	32.785	171695	Thermodesulfobacteria	Thermodesulfobacteria	Thermodesulfobacteriales	Thermodesulfobacteriaceae	Thermodesulfatator	Thermodesulfatator indicus	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_274/SAMN02194989.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_274/SAMN02194989.contigs.fa.gz
SAMN02194814	Burkholderia sp. RPE67	32.877	758796	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. RPE67	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_274/SAMN02194814.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_274/SAMN02194814.contigs.fa.gz
SAMN04488015	Micromonospora sp. WMMA2032	32.946	2039870	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora	Micromonospora sp. WMMA2032	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_368/SAMN04488015.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_368/SAMN04488015.contigs.fa.gz
SAMN00017395	Geobacillus subterraneus	32.992	129338	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	Geobacillus subterraneus	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_266/SAMN00017395.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_266/SAMN00017395.contigs.fa.gz
SAMN04487983	Streptomyces sp. 3214.6	32.994	1882757	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. 3214.6	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_368/SAMN04487983.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_368/SAMN04487983.contigs.fa.gz
SAMN04515658	Idiomarina piscisalsi	33.007	1096243	Proteobacteria	Gammaproteobacteria	Alteromonadales	Idiomarinaceae	Idiomarina	Idiomarina piscisalsi	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_370/SAMN04515658.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_370/SAMN04515658.contigs.fa.gz
SAMN05216467	Cellulomonas flavigena	33.093	1711	Actinobacteria	Actinobacteria	Micrococcales	Cellulomonadaceae	Cellulomonas	Cellulomonas flavigena	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_393/SAMN05216467.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_393/SAMN05216467.contigs.fa.gz
SAMN05192558	Alloactinosynnema sp. L-07	33.22	1653480	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Alloactinosynnema	Alloactinosynnema sp. L-07	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_390/SAMN05192558.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_390/SAMN05192558.contigs.fa.gz
SAMN04489712	Thermomonospora curvata	33.257	2020	Actinobacteria	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Thermomonospora	Thermomonospora curvata	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_368/SAMN04489712.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_368/SAMN04489712.contigs.fa.gz
SAMN06453974	Aminobacterium colombiense	33.333	81468	Synergistetes	Synergistia	Synergistales	Synergistaceae	Aminobacterium	Aminobacterium colombiense	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_455/SAMN06453974.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_455/SAMN06453974.contigs.fa.gz
SAMN02584983	Pseudoalteromonas tetraodonis	33.518	43659	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas tetraodonis	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_287/SAMN02584983.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_287/SAMN02584983.contigs.fa.gz
SAMN08125754	Shewanella piezotolerans	33.579	404011	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella piezotolerans	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_528/SAMN08125754.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_528/SAMN08125754.contigs.fa.gz
SAMN07332545	Pseudomonas sp. s211(2017)	33.657	2045200	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. s211(2017)	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_482/SAMN07332545.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_482/SAMN07332545.contigs.fa.gz
SAMN05421632	Martelella sp. AD-3	33.701	686597	Proteobacteria	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	Martelella	Martelella sp. AD-3	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_404/SAMN05421632.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_404/SAMN05421632.contigs.fa.gz
SAMN08770174	Gluconacetobacter diazotrophicus	33.767	33996	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconacetobacter	Gluconacetobacter diazotrophicus	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_559/SAMN08770174.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_559/SAMN08770174.contigs.fa.gz
SAMN03733238	Rhodococcus sp. YL-1	33.91	1045808	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	Rhodococcus sp. YL-1	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_337/SAMN03733238.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_337/SAMN03733238.contigs.fa.gz
SAMN02744711	Syntrophothermus lipocalidus	33.927	86170	Firmicutes	Clostridia	Clostridiales	Syntrophomonadaceae	Syntrophothermus	Syntrophothermus lipocalidus	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_293/SAMN02744711.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_293/SAMN02744711.contigs.fa.gz
SAMN06266871	Herbinix luporum	33.937	1679721	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Herbinix	Herbinix luporum	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_445/SAMN06266871.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_445/SAMN06266871.contigs.fa.gz
SAMN05442783	Thermoanaerobacter siderophilus	33.939	106578	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermoanaerobacter	Thermoanaerobacter siderophilus	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_405/SAMN05442783.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_405/SAMN05442783.contigs.fa.gz
SAMN08046643	Arthrobacter sp. DCT5	34.052	2211210	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter dokdonellae	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_525/SAMN08046643.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_525/SAMN08046643.contigs.fa.gz
SAMN06320192	Pelobacter acetylenicus	34.162	29542	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Pelobacter	Pelobacter acetylenicus	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_449/SAMN06320192.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_449/SAMN06320192.contigs.fa.gz
SAMN07622187	Sideroxydans lithotrophicus	34.194	63745	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Gallionellaceae	Sideroxydans	Sideroxydans lithotrophicus	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_501/SAMN07622187.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_501/SAMN07622187.contigs.fa.gz
SAMN06173316	Mobiluncus curtisii	34.203	2051	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Mobiluncus	Mobiluncus curtisii	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_438/SAMN06173316.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_438/SAMN06173316.contigs.fa.gz
SAMN01047830	Leptospira alstonii	34.345	28452	Spirochaetes	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	Leptospira alstonii	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_270/SAMN01047830.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_270/SAMN01047830.contigs.fa.gz
SAMN02745332	Symbiobacterium thermophilum	34.394	2734	Firmicutes	Clostridia	Clostridiales	Symbiobacteriaceae	Symbiobacterium	Symbiobacterium thermophilum	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_293/SAMN02745332.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_293/SAMN02745332.contigs.fa.gz
SAMEA2173684	Weissella koreensis	34.462	165096	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Weissella	Weissella koreensis	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_099/SAMEA2173684.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_099/SAMEA2173684.contigs.fa.gz
SAMN08568269	Bacillus bombysepticus	34.519	658666	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus bombysepticus	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_547/SAMN08568269.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_547/SAMN08568269.contigs.fa.gz
SAMN08777574	Cellvibrio sp. PSBB023	34.575	1945512	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Cellvibrio	Cellvibrio sp. PSBB023	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_560/SAMN08777574.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_560/SAMN08777574.contigs.fa.gz
SAMN00630302	Dialister sp. Marseille-P5638	34.727000000000004	2161821	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Dialister	Dialister massiliensis	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_267/SAMN00630302.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_267/SAMN00630302.contigs.fa.gz
SAMN04521900	Citrobacter sp. 92	34.739	2019568	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter sp. 92	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_370/SAMN04521900.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_370/SAMN04521900.contigs.fa.gz
SAMN02260220	Pseudoalteromonas sp. SM9913	34.761	234831	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas sp. SM9913	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_275/SAMN02260220.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_275/SAMN02260220.contigs.fa.gz
SAMN05770882	Citrobacter freundii complex sp. CFNIH2	34.937	2066049	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter freundii complex sp. CFNIH2	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_417/SAMN05770882.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_417/SAMN05770882.contigs.fa.gz
SAMEA2201859	Ndongobacter massiliensis	34.959	1871025	Firmicutes				Ndongobacter	Ndongobacter massiliensis	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_101/SAMEA2201859.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_101/SAMEA2201859.contigs.fa.gz
SAMN05660923	[Clostridium] ultunense	35.085	45497	Firmicutes	Tissierellia	Tissierellales	Tissierellaceae		[Clostridium] ultunense	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_413/SAMN05660923.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_413/SAMN05660923.contigs.fa.gz
SAMN02261260	Amycolatopsis sp. BJA-103	35.103	1911175	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis sp. BJA-103	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_276/SAMN02261260.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_276/SAMN02261260.contigs.fa.gz
SAMN04515665	Blastococcus saxobsidens	35.14	138336	Actinobacteria	Actinobacteria	Geodermatophilales	Geodermatophilaceae	Blastococcus	Blastococcus saxobsidens	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_370/SAMN04515665.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_370/SAMN04515665.contigs.fa.gz
SAMEA3918364	Enterobacteriaceae bacterium w17	35.185	2282309	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Leclercia	Leclercia sp. W17	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_203/SAMEA3918364.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_203/SAMEA3918364.contigs.fa.gz
SAMN06292595	Streptomyces sp. 2114.2	35.191	1881022	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. 2114.2	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_448/SAMN06292595.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_448/SAMN06292595.contigs.fa.gz
SAMN06264853	Marinifilaceae bacterium SPP2	35.207	1717717	Bacteroidetes	Bacteroidia	Marinilabiliales	Marinifilaceae	Labilibaculum	Labilibaculum antarcticum	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_445/SAMN06264853.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_445/SAMN06264853.contigs.fa.gz
SAMN07376281	Coxiella-like endosymbiont	35.386	1592897	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae		Coxiella-like endosymbiont	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_486/SAMN07376281.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_486/SAMN07376281.contigs.fa.gz
SAMN06767138	Bordetella sp. N	35.615	1746199	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella sp. N	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_464/SAMN06767138.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_464/SAMN06767138.contigs.fa.gz
SAMN04515687	Leifsonia sp. 197AMF	35.627	1798217	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Leifsonia	Leifsonia sp. 197AMF	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_370/SAMN04515687.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_370/SAMN04515687.contigs.fa.gz
