sample_id	major_species	abundance	taxid	phylum	class	order	family	genus	species	original_path	ftp_path
SAMN06314132	Conexibacter woesei	35.628	191495	Actinobacteria	Thermoleophilia	Solirubrobacterales	Conexibacteraceae	Conexibacter	Conexibacter woesei	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_449/SAMN06314132.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_449/SAMN06314132.contigs.fa.gz
SAMN02199137	Aequorivita sublithincola	35.808	101385	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Aequorivita	Aequorivita sublithincola	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_274/SAMN02199137.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_274/SAMN02199137.contigs.fa.gz
SAMEA2343267	Pseudomonas pseudoalcaligenes	35.884	301	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas oleovorans	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_117/SAMEA2343267.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_117/SAMEA2343267.contigs.fa.gz
SAMN08886021	Dokdonia sp. MED134	35.904	313590	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Dokdonia	Dokdonia sp. MED134	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_568/SAMN08886021.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_568/SAMN08886021.contigs.fa.gz
SAMN03277192	Enterobacter sp. E20	35.984	1560339	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter sp. E20	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_314/SAMN03277192.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_314/SAMN03277192.contigs.fa.gz
SAMN09083224	Herbaspirillum seropedicae	36.458	964	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herbaspirillum	Herbaspirillum seropedicae	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_577/SAMN09083224.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_577/SAMN09083224.contigs.fa.gz
SAMEA2173720	Lactobacillus allii	36.528	1847728	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus allii	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_099/SAMEA2173720.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_099/SAMEA2173720.contigs.fa.gz
SAMN02261317	Methylovulum psychrotolerans	36.667	1704499	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylovulum	Methylovulum psychrotolerans	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_276/SAMN02261317.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_276/SAMN02261317.contigs.fa.gz
SAMN02261262	Cycloclasticus sp. P1	36.916	385025	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Cycloclasticus	Cycloclasticus sp. P1	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_276/SAMN02261262.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_276/SAMN02261262.contigs.fa.gz
SAMN00778952	Bartonella sp. 11B	36.928	1933908	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonellaceae	Bartonella	Bartonella sp. 11B	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_268/SAMN00778952.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_268/SAMN00778952.contigs.fa.gz
SAMN02441390	Bacteroides coprosuis	37.042	151276	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides coprosuis	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_285/SAMN02441390.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_285/SAMN02441390.contigs.fa.gz
SAMN06296013	Polynucleobacter necessarius	37.117	576610	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Polynucleobacter necessarius	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_448/SAMN06296013.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_448/SAMN06296013.contigs.fa.gz
SAMN02744835	Sulfuricaulis limicola	37.246	1620215	Proteobacteria	Gammaproteobacteria	Acidiferrobacterales	Acidiferrobacteraceae	Sulfuricaulis	Sulfuricaulis limicola	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_293/SAMN02744835.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_293/SAMN02744835.contigs.fa.gz
SAMN02923809	Selenomonas sp. oral taxon 920	37.357	1884263	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	Selenomonas sp. oral taxon 920	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_303/SAMN02923809.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_303/SAMN02923809.contigs.fa.gz
SAMEA1398348	Psychrobacter sp. PRwf-1	37.507	349106	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Psychrobacter sp. PRwf-1	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_055/SAMEA1398348.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_055/SAMEA1398348.contigs.fa.gz
SAMN04606448	Streptomyces sp. ICC4	37.545	2099584	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. ICC4	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_378/SAMN04606448.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_378/SAMN04606448.contigs.fa.gz
SAMN02989436	Colwellia sp. MT41	37.604	58049	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia	Colwellia sp. MT41	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_305/SAMN02989436.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_305/SAMN02989436.contigs.fa.gz
SAMN04487806	Rhodococcus sp. 008	37.616	1723645	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	Rhodococcus sp. 008	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_368/SAMN04487806.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_368/SAMN04487806.contigs.fa.gz
SAMN04488521	Micromonospora zamorensis	37.68	709883	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora	Micromonospora zamorensis	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_368/SAMN04488521.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_368/SAMN04488521.contigs.fa.gz
SAMN05216589	Pseudomonas litoralis	37.743	797277	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas litoralis	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_393/SAMN05216589.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_393/SAMN05216589.contigs.fa.gz
SAMN00792204	Capnocytophaga ochracea	37.757	1018	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga ochracea	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_269/SAMN00792204.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_269/SAMN00792204.contigs.fa.gz
SAMEA3180705	Streptococcus sp. I-P16	37.761	1156433	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp. I-P16	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_154/SAMEA3180705.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_154/SAMEA3180705.contigs.fa.gz
SAMN03159300	Janthinobacterium sp. 1_2014MBL_MicDiv	37.811	1644131	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	Janthinobacterium sp. 1_2014MBL_MicDiv	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_308/SAMN03159300.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_308/SAMN03159300.contigs.fa.gz
SAMN06191540	Wolbachia endosymbiont of Culex quinquefasciatus	37.856	263437	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	Wolbachia endosymbiont of Culex quinquefasciatus	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_439/SAMN06191540.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_439/SAMN06191540.contigs.fa.gz
SAMN02745541	Methylotenera versatilis	37.872	1055487	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Methylophilaceae	Methylotenera	Methylotenera versatilis	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_294/SAMN02745541.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_294/SAMN02745541.contigs.fa.gz
SAMN05720340	Hydrogenovibrio crunogenus	38.01	39765	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Hydrogenovibrio	Hydrogenovibrio crunogenus	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_414/SAMN05720340.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_414/SAMN05720340.contigs.fa.gz
SAMN03800028	Bacillus sp. HBCD-sjtu	38.114	2053832	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. HBCD-sjtu	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_341/SAMN03800028.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_341/SAMN03800028.contigs.fa.gz
SAMN04488088	Micromonospora sp. B006	38.128	2201999	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora	Micromonospora sp. B006	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_368/SAMN04488088.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_368/SAMN04488088.contigs.fa.gz
SAMEA682316	Streptococcus sp. I-G2	38.456	1156431	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp. I-G2	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_256/SAMEA682316.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_256/SAMEA682316.contigs.fa.gz
SAMEA79010668	Sinomonas atrocyanea	38.483	37927	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Sinomonas	Sinomonas atrocyanea	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_260/SAMEA79010668.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_260/SAMEA79010668.contigs.fa.gz
SAMN07327420	Xenorhabdus doucetiae	38.658	351671	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Xenorhabdus	Xenorhabdus doucetiae	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_482/SAMN07327420.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_482/SAMN07327420.contigs.fa.gz
SAMN09074760	Sphingobium sp. YBL2	38.682	484429	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium sp. YBL2	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_577/SAMN09074760.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_577/SAMN09074760.contigs.fa.gz
SAMN02927922	Sphingobium baderi	38.69	1332080	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium baderi	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_304/SAMN02927922.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_304/SAMN02927922.contigs.fa.gz
SAMN06265182	Persephonella marina	38.734	309805	Aquificae	Aquificae	Aquificales	Hydrogenothermaceae	Persephonella	Persephonella marina	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_445/SAMN06265182.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_445/SAMN06265182.contigs.fa.gz
SAMN07944245	Cryobacterium arcticum	38.78	670052	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Cryobacterium	Cryobacterium arcticum	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_519/SAMN07944245.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_519/SAMN07944245.contigs.fa.gz
SAMN08458240	Nocardia nova	38.801	37330	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia nova	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_544/SAMN08458240.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_544/SAMN08458240.contigs.fa.gz
SAMN05444149	Sulfitobacter pseudonitzschiae	38.962	1402135	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter	Sulfitobacter pseudonitzschiae	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_406/SAMN05444149.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_406/SAMN05444149.contigs.fa.gz
SAMN08770185	Blastomonas sp. RAC04	39.06	1842535	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Blastomonas	Blastomonas sp. RAC04	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_559/SAMN08770185.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_559/SAMN08770185.contigs.fa.gz
SAMN05421750	Rhizobium sp. IRBG74	39.061	424182	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium sp. IRBG74	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_404/SAMN05421750.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_404/SAMN05421750.contigs.fa.gz
SAMN09932551	Nocardiopsis alba	39.083	53437	Actinobacteria	Actinobacteria	Streptosporangiales	Nocardiopsaceae	Nocardiopsis	Nocardiopsis alba	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_633/SAMN09932551.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_633/SAMN09932551.contigs.fa.gz
SAMN02745578	Vibrio sp. EJY3	39.129	1116375	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio sp. EJY3	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_294/SAMN02745578.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_294/SAMN02745578.contigs.fa.gz
SAMN04489760	Syntrophus aciditrophicus	39.133	316277	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Syntrophus	Syntrophus aciditrophicus	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_368/SAMN04489760.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_368/SAMN04489760.contigs.fa.gz
SAMN06673971	Shewanella bicestrii	39.289	2018305	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella bicestrii	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_461/SAMN06673971.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_461/SAMN06673971.contigs.fa.gz
SAMN05660971	Halomonas huangheensis	39.327	1178482	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas huangheensis	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_413/SAMN05660971.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_413/SAMN05660971.contigs.fa.gz
SAMN05216229	Pseudomonas oryzae	39.537	1392877	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas oryzae	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_393/SAMN05216229.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_393/SAMN05216229.contigs.fa.gz
SAMEA3642912	Aeromicrobium erythreum	39.543	2041	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Aeromicrobium	Aeromicrobium erythreum	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_187/SAMEA3642912.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_187/SAMEA3642912.contigs.fa.gz
SAMN00839782	Streptomyces sp. M56	39.612	1495638	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. M56	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_269/SAMN00839782.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_269/SAMN00839782.contigs.fa.gz
SAMN02440603	Sedimenticola thiotaurini	39.719	1543721	Proteobacteria	Gammaproteobacteria			Sedimenticola	Sedimenticola thiotaurini	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_285/SAMN02440603.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_285/SAMN02440603.contigs.fa.gz
SAMN05447118	Hydrogenobaculum sp. HO	39.765	547144	Aquificae	Aquificae	Aquificales	Aquificaceae	Hydrogenobaculum	Hydrogenobaculum sp. HO	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_406/SAMN05447118.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_406/SAMN05447118.contigs.fa.gz
SAMN05421802	Corynebacterium ureicelerivorans	39.796	401472	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium ureicelerivorans	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_404/SAMN05421802.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_404/SAMN05421802.contigs.fa.gz
SAMN05443544	Agromyces sp. 30A	39.824	2080742	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Agromyces	Agromyces sp. MF30-A	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_405/SAMN05443544.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_405/SAMN05443544.contigs.fa.gz
SAMN03198046	Haemophilus sp. oral taxon 036	39.859	712310	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus sp. oral taxon 036	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_311/SAMN03198046.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_311/SAMN03198046.contigs.fa.gz
SAMN02745625	Sulfurimonas autotrophica	39.913	202747	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Sulfurimonas	Sulfurimonas autotrophica	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_294/SAMN02745625.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_294/SAMN02745625.contigs.fa.gz
SAMN02194768	Actinobacillus equuli	40.022	718	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus	Actinobacillus equuli	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_274/SAMN02194768.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_274/SAMN02194768.contigs.fa.gz
SAMN02261289	Selenomonas sp. oral taxon 136	40.047	713030	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	Selenomonas sp. oral taxon 136	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_276/SAMN02261289.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_276/SAMN02261289.contigs.fa.gz
SAMN02745123	Desulfotomaculum ferrireducens	40.183	1833852	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfotomaculum	Desulfotomaculum ferrireducens	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_293/SAMN02745123.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_293/SAMN02745123.contigs.fa.gz
SAMN10163198	Citrobacter sp. 86	40.303	2013114	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter sp. 86	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_648/SAMN10163198.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_648/SAMN10163198.contigs.fa.gz
SAMN02584940	Methylobacterium radiotolerans	40.313	31998	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium radiotolerans	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_287/SAMN02584940.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_287/SAMN02584940.contigs.fa.gz
SAMN06174763	Streptococcus marmotae	40.383	1825069	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus marmotae	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_438/SAMN06174763.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_438/SAMN06174763.contigs.fa.gz
SAMN04692018	Rhodococcus pyridinivorans	40.486	103816	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	Rhodococcus pyridinivorans	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_381/SAMN04692018.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_381/SAMN04692018.contigs.fa.gz
SAMN02361231	Mogibacterium pumilum	40.567	86332	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XIII. Incertae Sedis	Mogibacterium	Mogibacterium pumilum	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_279/SAMN02361231.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_279/SAMN02361231.contigs.fa.gz
SAMN07340022	Bradyrhizobium sp. BTAi1	40.573	288000	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium sp. BTAi1	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_483/SAMN07340022.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_483/SAMN07340022.contigs.fa.gz
